WASH Zone Name,WASH Woreda Name,Region,NTD Zone ID,NTD Region ID,NTD Woreda,Period,Total Number of Villages (Got) in the Woreda default,Total Number of Villages(Gots) to which HEWs are assigned default,Total Number of HEWs who have been provided with refresher training default,Total number of Households default,Total number of Households with improved toilet default,Total Number of Gots which are OD default,Total Number of Gots which are Primary ODF default,Total Number of Gots which are Secondary ODF default,Total Number of Gots which qualifies for Safely Managed sanitation default,Total number of school in the Woreda default,Total number of schools with Drinking Water with in school premise from protected sources default,Total number of schools with improved toilet default,Total number of schools which are sharing the improved toilet default,Total number of schools having shared toilet and meeting the  standard of toilet for Boys? Default,Total number of schools with separate toilet Block for girls default,Total number of schools with separate toilet block for girls meeting the standard of toilet for girls default,Total number of schools with separate toilet block for boys meeting the standard of toilet for boys default,Total Number of schools with  Handwashing station for children default,Total Number of schools with  Mensrual Hygiene Management system in the school default,Total number of Health Post in the Woreda default,Total number of Health Post with Drinking Water with in Health Post premise from protected sources default,Total number of Health Posts with improved toilet with permanent superstructure default,Total number of Health Posts with Incinerator default,Total number of Health Posts with Placenta Pit default,Total number of Health Posts with Ash pit default,Total number of Health Posts with infectious waste disposal pit default,Total number of Health Centre existing  in the Woreda default,Total number of Health Centre with Drinking Water with in Health Centre premise from protected sources default,Total number of Health Centre Drinking Water in the clinic and other departnets ( inlcuding  the maternity centre/ward) default,Total number of Health Centre with standard improved toilet with permanent superstructure default,Total number of Health Centre with standard improved toilet  with with permanent superstructure  in the maternity centre/ward default,Total number of Health Centre with Incinerator default,Total number of Health Centre with Placenta Pit default,Total number of Health Centre with Ash pit default,Total number of Health Centre with infectious waste disposal pit default
Ilu Aba Bora zone,Mettu,Oromia,ORG00000493,ORG00000311,ORG00000502,2019,421,55,0,17221,12007,104,317,0,0,39,3,,,,,19,17,6,10,26,0,17,0,0,0,0,5,2,2,5,0,4,4,0,0
Ilu Aba Bora zone,N/Sallee,Oromia,ORG00000493,ORG00000311,,2019,165,36,0,6453,3575,143,22,0,0,27,6,,,,,9,6,3,2,22,0,7,0,0,0,0,2,1,0,2,0,2,2,0,0
Ilu Aba Bora zone,Yayyoo,Oromia,ORG00000493,ORG00000311,ORG00000504,2019,343,32,0,15070,5296,119,224,0,0,30,2,,,,,18,5,0,0,17,0,6,0,0,0,0,3,2,0,3,0,3,2,0,0
Ilu Aba Bora zone,Mettu town,Oromia,ORG00000493,ORG00000311,ORG00000496,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guji zone,Uraga ,Oromia,ORG00000464,ORG00000311,ORG00000479,2019,664,66,0,29135,14834,516,148,0,0,68,5,,,,,22,17,2,0,35,6,9,0,1,0,0,5,2,0,4,0,5,5,0,0
Guji zone,Liben ,Oromia,ORG00000464,ORG00000311,ORG00000612,2019,339,40,0,13656,9033,270,69,0,0,42,2,,,,,9,10,3,0,15,1,11,0,2,0,0,3,0,0,3,0,3,3,0,0
Guji zone,Negelle Town,Oromia,ORG00000464,ORG00000311,ORG00000614,2019,229,20,0,10163,61,229,0,0,0,12,9,,,,,11,11,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
Guji zone,Dama,Oromia,ORG00000464,ORG00000311,ORG00000472,2019,400,50,0,16382,5046,388,12,0,0,44,1,,,,,10,10,0,0,19,5,8,0,2,0,0,4,1,0,2,0,2,2,0,0
Guji zone,Sabba Boru,Oromia,ORG00000464,ORG00000311,ORG00000477,2019,464,42,0,14966,6129,445,19,0,0,47,1,,,,,10,5,2,0,21,0,6,1,0,0,0,5,0,0,4,0,3,3,0,0
Guji zone,Annasorra,Oromia,ORG00000464,ORG00000311,ORG00000468,2019,569,61,0,23132,10900,456,113,0,0,82,3,,,,,17,16,3,0,29,2,14,0,0,0,0,5,2,0,4,0,5,5,0,0
Guji zone,Shakiso Town,Oromia,ORG00000464,ORG00000311,ORG00000577,2019,203,7,0,9251,697,203,0,0,0,10,5,,,,,5,3,1,0,0,7,5,0,0,0,0,1,1,0,1,0,1,1,0,0
Guji zone,Haro Walabu,Oromia,ORG00000464,ORG00000311,ORG00000476,2019,243,22,0,9930,5814,235,8,0,0,21,2,,,,,14,9,1,0,33,5,21,1,1,0,0,4,1,0,2,0,3,3,0,0
Guji zone,Bore,Oromia,ORG00000464,ORG00000311,ORG00000622,2019,652,66,0,23335,16024,611,41,0,0,54,4,,,,,27,20,3,0,20,0,20,0,0,0,0,6,2,0,6,0,5,5,0,0
Guji zone,Girja,Oromia,ORG00000464,ORG00000311,ORG00000471,2019,512,55,0,14298,1995,485,27,0,0,43,0,,,,,17,0,0,1,10,0,0,0,0,0,0,4,1,0,4,0,4,0,0,0
Guji zone,Aga Wayyu,Oromia,ORG00000464,ORG00000311,ORG00000478,2019,171,7,0,10452,5431,171,0,0,0,30,0,,,,,0,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0
Guji zone,Wadara,Oromia,ORG00000464,ORG00000311,ORG00000465,2019,406,88,0,13269,4112,253,153,0,0,41,5,,,,,0,5,0,0,19,0,0,0,0,0,0,5,1,0,5,0,5,5,0,0
Guji zone,Gumi Eldallo,Oromia,ORG00000464,ORG00000311,ORG00000475,2019,160,18,0,5118,1289,118,42,0,0,5,3,,,,,3,3,2,0,5,0,0,0,0,0,0,4,0,0,2,0,2,2,0,0
Guji zone,Adola Town,Oromia,ORG00000464,ORG00000311,ORG00000650,2019,117,10,0,7427,4815,117,0,0,0,8,10,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
Guji zone,Oddo Shakiso,Oromia,ORG00000464,ORG00000311,ORG00000480,2019,590,60,0,26268,1616,272,318,0,0,72,10,,,,,0,0,0,0,30,0,0,0,0,0,0,4,1,0,3,0,1,1,0,0
Guji zone,Goro Dolla,Oromia,ORG00000464,ORG00000311,ORG00000469,2019,512,78,0,9742,6586,314,198,0,0,62,0,,,,,0,0,0,1,17,0,21,0,0,0,0,4,1,0,4,0,4,4,0,0
Guji zone,Adola Redde,Oromia,ORG00000464,ORG00000311,,2019,688,75,0,21317,6859,688,0,0,0,79,0,,,,,0,0,0,0,28,0,0,0,0,0,0,5,1,0,3,0,5,5,0,0
Horro Guduru Wollega zone,Abbay chomen,Oromia,ORG00000482,ORG00000311,ORG00000484,2019,257,42,0,13905,10748,156,101,0,0,22,15,,,,,10,12,0,0,18,1,2,0,0,0,0,4,2,2,2,0,3,3,0,0
Horro Guduru Wollega zone,Abe  Dongoro,Oromia,ORG00000482,ORG00000311,ORG00000483,2019,473,45,0,18755,13841,124,349,0,0,35,13,,,,,13,22,0,0,21,0,16,0,0,0,0,7,3,2,5,2,5,5,0,0
Horro Guduru Wollega zone,Amuru,Oromia,ORG00000482,ORG00000311,ORG00000485,2019,347,46,0,15196,8080,299,48,0,0,34,0,,,,,0,0,0,0,23,0,15,0,0,0,0,5,4,2,5,2,5,5,0,0
Horro Guduru Wollega zone,Guduru,Oromia,ORG00000482,ORG00000311,ORG00000491,2019,395,46,0,17872,11957,383,12,0,0,11,0,,,,,0,0,0,0,20,0,0,0,0,0,0,5,1,0,1,0,1,1,0,0
Horro Guduru Wollega zone,Comman Guduru,Oromia,ORG00000482,ORG00000311,,2019,198,24,0,9719,6203,198,0,0,0,6,0,,,,,0,0,0,0,13,0,6,0,0,0,0,2,1,1,1,0,2,2,0,0
Horro Guduru Wollega zone,Hababo Guduru,Oromia,ORG00000482,ORG00000311,ORG00000492,2019,287,35,0,12718,9122,73,214,0,0,3,1,,,,,3,0,0,0,13,0,1,0,0,0,0,4,3,1,3,0,2,2,0,0
Horro Guduru Wollega zone,Horo,Oromia,ORG00000482,ORG00000311,ORG00000570,2019,202,22,0,9691,5988,110,92,0,0,2,1,,,,,0,0,0,0,11,0,0,0,0,0,0,3,1,1,1,1,3,3,0,0
Horro Guduru Wollega zone,Horo Buluqi,Oromia,ORG00000482,ORG00000311,,2019,226,22,0,11337,6523,113,113,0,0,3,0,,,,,3,0,0,0,9,0,1,0,0,0,0,4,2,2,2,1,3,2,0,0
Horro Guduru Wollega zone,Jardaga Jarte,Oromia,ORG00000482,ORG00000311,ORG00000489,2019, 324,46,0,13844,6730,198,126,0,0,30,6,,,,,14,7,0,0,21,0,12,0,0,0,0,6,3,2,4,1,4,4,0,0
Horro Guduru Wollega zone,Jimma Genet,Oromia,ORG00000482,ORG00000311,ORG00000488,2019, 372,35,0,18184,8918,182,190,0,0,35,11,,,,,28,5,0,0,13,0,9,0,0,0,0,4,2,2,2,1,4,4,0,0
Horro Guduru Wollega zone,Jimma Rare,Oromia,ORG00000482,ORG00000311,ORG00000539,2019, 308,52,0,15884,8895,165,143,0,0,16,2,,,,,5,3,0,0,18,0,6,0,0,0,0,4,2,1,2,1,3,3,0,0
Horro Guduru Wollega zone,Sham.town,Oromia,ORG00000482,ORG00000311,ORG00000487,2019,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Hararghe,Chinakson,Oromia,ORG00000388,ORG00000311,ORG00000394,2019,593,87,47,21437,607,556.6938776,36.30612245,0,0,64,0,,,,,20,30,0,0,49,0,23,0,0,0,0,6,0,0,5,0,5,5,0,0
East Hararghe,Gursum,Oromia,ORG00000388,ORG00000311,ORG00000405,2019,1195,84,56,41688,26542,611.3953488,583.6046512,0,0,86,6,,,,,51,32,14,2,42,12,36,0,0,0,0,7,4,4,6,4,6,7,0,0
East Hararghe,Kombolcha,Oromia,ORG00000388,ORG00000311,ORG00000408,2019,792,36,36,38394,19014,39.6,752.4,0,0,45,1,,,,,7,8,0,0,19,1,19,0,,0,0,5,0,0,5,0,5,5,0,0
East Hararghe,Jarso,Oromia,ORG00000388,ORG00000311,ORG00000406,2019,709,,37,37,20499,354.5,354.5,0,0,50,11,,,,,10,4,0,0,22,0,16,0,0,0,0,5,0,0,5,0,4,4,0,0
East Hararghe,Deder,Oromia,ORG00000388,ORG00000311,ORG00000402,2019,1410,96,53,64167,23608,928.5365854,481.4634146,0,0,116,0,,,,,0,0,0,0,40,0,0,0,0,0,0,9,6,0,6,0,7,8,0,0
East Hararghe,Meta,Oromia,ORG00000388,ORG00000311,ORG00000502,2019,1416,80,66,45889,27830,1416,0,0,0,66,8,,,,,20,22,0,0,31,0,0,0,0,0,0,7,5,0,5,0,5,0,0,0
East Hararghe,Grawa,Oromia,ORG00000388,ORG00000311,ORG00000401,2019,1621,86,86,67056,16268,1621,0,0,0,118,9,,,,,2,102,0,0,45,0,3,0,0,0,0,9,4,0,7,0,9,8,0,0
East Hararghe,Kersa,Oromia,ORG00000388,ORG00000311,ORG00000638,2019,1227,38,38,46726,20810,1227,0,0,0,44,6,,,,,14,22,0,0,38,1,24,0,0,0,0,7,4,0,4,0,7,7,0,0
East Hararghe,Fedis,Oromia,ORG00000388,ORG00000311,ORG00000398,2019,477,51,39,31691,5324,477,0,0,0,72,5,,,,,32,18,7,0,21,7,11,0,0,0,0,5,5,3,4,4,4,3,0,0
East Hararghe,Midhega,Oromia,ORG00000388,ORG00000311,,2019,453,18,18,20594,4704,453,0,0,0,24,0,,,,,13,1,1,1,18,0,11,0,0,0,0,4,0,0,4,0,4,4,0,0
East Hararghe,Babile,Oromia,ORG00000388,ORG00000311,ORG00000410,2019,456,53,38,26689,6435,250,206,0,0,42,5,,,,,23,14,4,0,21,6,14,0,0,0,0,3,3,3,3,3,3,3,0,0
East Hararghe,Goro Gutu,Oromia,ORG00000388,ORG00000311,ORG00000412,2019,856,64,42,42663,14158,856,0,0,0,67,4,,,,,6,0,1,0,28,0,20,0,0,0,0,6,6,2,3,3,6,6,0,0
East Hararghe,Haromaya,Oromia,ORG00000388,ORG00000311,ORG00000392,2019,1376,86,86,59593,13318,1376,0,0,0,76,5,,,,,16,30,1,0,38,8,28,0,0,0,0,8,7,0,7,0,8,8,0,0
East Hararghe,Golo Oda,Oromia,ORG00000388,ORG00000311,ORG00000403,2019,600,35,18,23999,1233,600,0,0,0,65,8,,,,,5,12,0,0,18,0,10,0,0,0,0,5,3,2,3,1,3,4,0,0
East Hararghe,Meyu,Oromia,ORG00000388,ORG00000311,ORG00000502,2019,318,35,26,13007,3789,318,0,0,0,33,4,,,,,1,10,0,0,18,0,3,0,0,0,0,4,1,0,1,0,4,3,0,0
East Hararghe,Kumbi,Oromia,ORG00000388,ORG00000311,ORG00000404,2019,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0
East Hararghe,Kurfa,Oromia,ORG00000388,ORG00000311,ORG00000389,2019,440,41,25,17049,2819,440,0,0,0,46,5,,,,,22,6,0,0,18,0,12,0,0,0,0,4,2,2,4,2,4,3,0,0
East Hararghe,GoroMuxi,Oromia,ORG00000388,ORG00000311,ORG00000412,2019,322,15,0,22959,3654,322,0,0,0,18,2,,,,,6,7,0,0,14,0,7,0,0,0,0,3,1,1,2,2,2,2,0,0
East Hararghe,Bedeno,Oromia,ORG00000388,ORG00000311,ORG00000396,2019,1464,101,80,65006,16804,1178.341463,285.6585366,,,119,3,,,,,68,23,0,0,41,0,15,0,0,0,0,9,6,3,9,8,7,7,0,0
East Hararghe,Melkabello,Oromia,ORG00000388,ORG00000311,ORG00000400,2019,1043,37,22,49808,8678,1043,0,0,0,42,4,,,,,14,8,0,0,29,0,15,0,0,0,0,7,3,3,3,3,6,6,0,0
East Hararghe,Awaday Town,Oromia,ORG00000388,ORG00000311,ORG00000575,2019,18,13,13,9848,2086,18,0,0,0,12,5,,,,,4,4,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
East Hararghe,DederTown,Oromia,ORG00000388,ORG00000311,ORG00000391,2019,18,8,8,3941,567,18,0,0,0,5,1,,,,,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0
East Hararghe,Haramaya Town,Oromia,ORG00000388,ORG00000311,ORG00000415,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Hararghe,Babile Town,Oromia,ORG00000388,ORG00000311,ORG00000575,2019,147,12,12,6622,3245,147,0,0,0,8,4,,,,,6,5,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
West Hararghee ,Anchar,Oromia,ORG00000571,ORG00000311,ORG00000576,2019,604,59,34,20348,10513,388,212,4,0,51,2,,,,,5,40,3,0,25,0,27,0,0,0,0,3,4,0,5,1,3,3,0,0
West Hararghee ,Booke ,Oromia,ORG00000571,ORG00000311,ORG00000579,2019,646,32,0,20825,10812,634,12,0,0,35,2,,,,,19,14,1,1,15,0,12,0,0,0,0,4,2,3,4,1,3,4,0,0
West Hararghee ,Burka Dhintu,Oromia,ORG00000571,ORG00000311,ORG00000572,2019,402,34,0,10921,4972,258,144,0,0,46,2,,,,,4,25,0,1,21,1,9,1,0,0,0,2,2,0,2,1,3,3,0,0
West Hararghee ,Ciroo,Oromia,ORG00000571,ORG00000311,ORG00000573,2019,1006,58,0,43940,7645,996,7,3,0,51,2,,,,,13,30,2,0,39,4,7,1,0,0,0,6,21,10,33,16,12,27,0,0
West Hararghee ,Daru Labu,Oromia,ORG00000571,ORG00000311,ORG00000574,2019,775,31,0,12824,8539,747,28,0,0,65,8,,,,,23,24,3,1,32,8,16,0,0,0,0,6,5,2,5,5,6,6,0,0
West Hararghee ,Dooba,Oromia,ORG00000571,ORG00000311,ORG00000623,2019,858,81,9,28737,13649,857,1,0,0,86,5,,,,,8,32,3,3,40,5,31,0,0,0,0,6,3,0,6,0,5,5,0,0
West Hararghee ,Gemechis,Oromia,ORG00000571,ORG00000311,ORG00000585,2019,889,60,32,26724,8787,889,0,0,0,44,6,,,,,2,0,0,0,25,3,6,0,0,0,0,5,2,0,3,3,4,4,0,0
West Hararghee ,Guba Koricha,Oromia,ORG00000571,ORG00000311,ORG00000583,2019,637,31,17,21036,10687,637,0,0,0,50,9,,,,,7,34,0,0,20,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
West Hararghee ,Gumbi Bordode ,Oromia,ORG00000571,ORG00000311,ORG00000587,2019,445,23,30,12705,2586,445,0,0,0,56,5,,,,,3,21,3,0,21,0,19,4,0,0,0,2,2,2,3,2,3,3,0,0
West Hararghee ,Habro,Oromia,ORG00000571,ORG00000311,ORG00000580,2019,1134,48,0,34943,8212,1131,3,0,0,46,19,,,,,20,18,5,29,33,13,28,6,0,0,0,8,7,4,7,1,7,7,0,0
West Hararghee ,Oda Bultum,Oromia,ORG00000571,ORG00000311,ORG00000588,2019,1099,57,0,34032,13455,883,196,20,0,71,4,,,,,23,39,3,3,38,13,21,2,0,0,0,7,1,1,6,1,4,4,0,0
West Hararghee ,Tulloo ,Oromia,ORG00000571,ORG00000311,ORG00000578,2019,916,43,0,29996,13254,633,203,80,0,65,8,,,,,16,20,4,5,24,7,59,2,1,0,0,8,2,2,5,1,4,6,0,0
West Hararghee ,Mieso,Oromia,ORG00000571,ORG00000311,ORG00000586,2019,560,68,3,27343,6064,3,557,0,0,43,13,,,,,0,39,0,0,,29,0,26,4,0,0,3,2,0,3,0,3,3,0,0
West Hararghee ,Mesela,Oromia,ORG00000571,ORG00000311,ORG00000581,2019,826,47,2,17063,42398,705,121,0,0,81,18,,,,,54,0,0,0,0,26,26,0,0,0,0,7,5,3,6,6,5,4,0,0
West Guji,Abaya,Oromia,ORG00000631,ORG00000311,ORG00000635,2019,703,53,22,,,694,9,0,0,78,11,,,,,11,28,14,1,24,4,11,2,0,0,0,6,6,2,5,1,6,6,0,0
West Guji,Birbirsa Kojowa,Oromia,ORG00000631,ORG00000311,ORG00000637,2019,202,16,2,,,197,5,0,0,24,1,,,,,21,0,1,0,6,0,5,0,0,0,0,2,2,0,1,0,2,2,0,0
West Guji,Dugda Dawa,Oromia,ORG00000631,ORG00000311,ORG00000633,2019,471,59,14,,,471,0,0,0,59,4,,,,,4,6,0,0,18,0,13,0,0,0,0,3,1,0,3,0,3,3,0,0
West Guji,Karcha,Oromia,ORG00000631,ORG00000311,ORG00000638,2019,703,65,12,,,694,9,0,0,70,6,,,,,4,0,2,0,20,4,15,0,0,0,0,7,6,0,5,0,6,6,0,0
West Guji,Suro Barguda,Oromia,ORG00000631,ORG00000311,ORG00000640,2019,304,31,7,,,304,0,0,0,35,2,,,,,6,0,0,0,9,0,3,0,0,0,0,3,2,2,3,0,3,3,0,0
West Guji,Malka Soda,Oromia,ORG00000631,ORG00000311,ORG00000634,2019,423,42,2,,,421,2,0,0,71,1,,,,,7,0,0,0,20,0,6,6,6,0,0,4,2,0,4,0,4,4,0,0
West Guji,Bule hora ,Oromia,ORG00000631,ORG00000311,ORG00000642,2019,1071,128,38,,,1067,4,0,0,120,9,,,,,17,0,2,3,37,7,23,0,0,0,0,6,5,3,4,2,6,6,0,0
West Guji,Bule hora  Town,Oromia,ORG00000631,ORG00000311,ORG00000642,2019,189,13,3,,,188,1,0,0,18,12,,,,,10,5,3,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0
West Guji,Hamballa,Oromia,ORG00000631,ORG00000311,,2019,411,52,19,,,409,2,0,0,44,7,,,,,6,0,4,0,17,1,15,0,0,0,0,5,2,2,2,0,3,3,0,0
West Guji,galana ,Oromia,ORG00000631,ORG00000311,,2019,607,71,16,,,605,2,0,0,59,6,,,,,9,12,0,0,19,6,7,0,0,0,0,5,4,2,1,1,3,3,0,0
Arsi,Munesa Woreda,Oromia,ORG00000312,ORG00000311,,2019,803,58,1,,,562,241,0,0,62,26,,,,,36,22,12,8,32,10,17,0,0,0,0,4,3,1,4,2,3,4,0,0
Arsi,L/Bilbilo woreda,Oromia,ORG00000312,ORG00000311,,2019,779,48,0,,,603,176,0,0,56,0,,,,,42,54,0,0,25,3,25,0,0,0,0,1,0,0,1,0,1,1,0,0
Arsi,H/Wabe Woreda,Oromia,ORG00000312,ORG00000311,,2019,361,14,0,,,75,286,0,0,20,7,,,,,16,5,1,0,9,2,8,0,0,0,0,1,1,1,1,0,2,2,0,0
Arsi,Shirkaa Woreda,Oromia,ORG00000312,ORG00000311,,2019,793,75,0,,,390,403,0,0,64,51,,,,,54,14,6,3,31,8,28,1,1,0,0,2,3,2,3,2,2,3,0,0
Arsi,Tiyo woreda,Oromia,ORG00000312,ORG00000311,,2019,471,36,0,,,160,311,0,0,43,7,,,,,33,19,7,0,18,3,16,0,0,0,0,4,2,2,3,1,3,3,0,0
Arsi,Zuwey dugda ,Oromia,ORG00000312,ORG00000311,ORG00000331,2019,650,56,0,,,325,325,0,0,59,9,,,,,29,42,3,3,30,3,22,3,1,0,0,6,4,3,5,3,5,4,0,0
Arsi,Hetosa Woreda,Oromia,ORG00000312,ORG00000311,,2019,361,42,0,,,185,176,0,0,43,18,,,,,25,18,6,6,13,6,13,0,0,0,0,1,1,1,1,1,0,0,0,0
Arsi,Lode Hetosa woreda,Oromia,ORG00000312,ORG00000311,,2019,305,29,0,,,174,131,0,0,18,13,,,,,13,3,1,0,10,6,4,0,0,0,0,1,1,1,1,1,1,1,0,0
Arsi,Amigna woreda ,Oromia,ORG00000312,ORG00000311,,2019,435,31,0,,,249,186,0,0,28,3,,,,,11,5,2,3,19,0,0,0,0,0,0,1,0,0,1,1,1,,0,0
Arsi,Aseko woreda total,Oromia,ORG00000312,ORG00000311,,2019,449,27,0,,,379,70,0,0,43,2,,,,,13,9,1,0,17,0,17,0,0,0,0,2,1,0,0,0,2,1,0,0
Arsi,Chole Woreda ,Oromia,ORG00000312,ORG00000311,,2019,508,35,0,,,368,140,0,0,42,3,,,,,22,18,2,0,18,1,14,0,0,0,0,0,0,0,2,0,0,0,0,0
Arsi,Sire woreda,Oromia,ORG00000312,ORG00000311,,2019,532,29,0,,,106,426,0,0,28,14,,,,,15,17,4,8,17,7,15,3,2,0,0,4,4,4,4,0,3,4,0,0
Arsi,D/Tijo Woreda ,Oromia,ORG00000312,ORG00000311,,2019,432,37,0,,,412,20,0,0,48,12,,,,,43,10,0,10,25,1,25,0,0,0,0,1,1,1,1,0,0,1,0,0
Arsi,Gololcha Woreda,Oromia,ORG00000312,ORG00000311,ORG00000403,2019,855,37,0,,,673,182,0,0,45,33,,,,,45,0,0,0,31,0,31,0,0,0,0,2,0,2,0,2,2,2,0,0
Arsi,Guna Woreda,Oromia,ORG00000312,ORG00000311,,2019,400,28,0,,,262,138,0,0,29,1,,,,,2,11,0,1,16,0,15,1,0,0,0,1,1,0,1,0,0,1,0,0
Arsi,Seru Woreda,Oromia,ORG00000312,ORG00000311,,2019,330,30,0,,,273,57,0,0,46,0,,,,,35,0,0,0,15,2,15,0,0,0,0,,,,,,,,0,0
Arsi,Shenen Kolo Woreda,Oromia,ORG00000312,ORG00000311,,2019,403,24,0,,,329,74,0,0,27,9,,,,,27,15,4,0,12,5,6,1,3,0,0,1,1,1,1,0,1,1,0,0
Arsi,Sude Woreda,Oromia,ORG00000312,ORG00000311,,2019,907,56,0,,,768,139,0,0,60,0,,,,,32,16,3,2,24,0,20,0,0,0,0,3,0,0,3,0,1,1,0,0
Arsi,Tena Woreda,Oromia,ORG00000312,ORG00000311,,2019,386,19,0,,,215,171,0,0,30,10,,,,,15,25,6,4,11,4,11,0,0,0,0,2,0,2,2,1,2,2,0,0
Arsi,Bele Gesgar Woreda,Oromia,ORG00000312,ORG00000311,,2019,469,30,0,,,227,242,0,0,31,5,,,,,9,9,0,1,16,2,11,1,4,0,0,2,0,0,1,0,2,2,0,0
Arsi,Diksis Woreda,Oromia,ORG00000312,ORG00000311,,2019,479,27,0,,,51,428,0,0,27,3,,,,,22,13,4,0,13,0,8,0,0,0,0,1,2,0,2,0,1,2,0,0
Arsi,Dodota Woreda,Oromia,ORG00000312,ORG00000311,,2019,336,20,0,,,135,201,0,0,42,16,,,,,30,13,13,7,12,3,7,,1,0,0,,,,,,,,0,0
Arsi,Jaju Woreda,Oromia,ORG00000312,ORG00000311,,2019,604,31,0,,,31,573,0,0,38,16,,,,,37,35,13,12,25,18,23,15,0,0,0,0,0,0,0,0,0,0,0,0
Arsi,Merti Woreda,Oromia,ORG00000312,ORG00000311,,2019,717,36,0,,,447,270,0,0,32,9,,,,,17,15,9,11,19,3,14,0,0,0,0,4,3,3,4,0,4,4,0,0
Arsi,Robe Woreda,Oromia,ORG00000312,ORG00000311,,2019,880,46,0,,,649,231,0,0,49,3,,,,,14,3,0,0,24,1,5,1,2,0,0,1,0,0,0,0,0,0,0,0
Arsi ,small towns ,Oromia,ORG00000312,ORG00000311,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bale zone,Goro ,Oromia,ORG00000340,ORG00000311,ORG00000570,2019,456,,0,16884,4475,319.2,136.8,0,0,46,6,,,,,3,3,2,9,,,,,,0,0,,,,,,,,0,0
Bale zone,Sewena ,Oromia,ORG00000340,ORG00000311,ORG00000341,2019,614,,0,14514,7893,429.8,184.2,0,0,31,0,,,,,0,0,0,0,27,0,0,0,0,0,0,5,0,0,0,0,2,2,0,0
Bale zone,Agarfa ,Oromia,ORG00000340,ORG00000311,ORG00000345,2019,589,39,0,23878,18403,412.3,176.7,0,0,43,1,,,,,1,5,4,0,22,0,21,,,0,0,3,1,0,3,0,3,3,0,0
Bale zone,Berbere ,Oromia,ORG00000340,ORG00000311,,2019,450,23,0,22361,11257,315,135,0,0,41,5,,,,,6,1,1,0,17,1,13,0,6,0,0,3,1,0,1,2,3,3,0,0
Bale zone,D/Kachen ,Oromia,ORG00000340,ORG00000311,ORG00000352,2019,200,,0,6932,2402,140,60,0,0,32,8,,,,,3,12,0,0,13,4,7,0,0,0,0,2,0,0,1,0,1,1,0,0
Bale zone,Dawwee sarar ,Oromia,ORG00000340,ORG00000311,ORG00000346,2019,233,,0,5781,3022,163.1,69.9,0,0,25,1,,,,,0,0,0,0,17,0,6,5,0,0,0,4,0,0,0,0,3,3,0,0
Bale zone,D/Manna ,Oromia,ORG00000340,ORG00000311,ORG00000521,2019,642,,0,19235,6794,449.4,192.6,0,0,55,6,,,,,11,5,5,6,17,4,3,7,1,0,0,3,1,0,3,3,3,3,0,0
Bale zone,DINSHO  Woreda,Oromia,ORG00000340,ORG00000311,,2019,216,,0,7843,5744,151.2,64.8,0,0,18,8,,,,,0,7,0,5,9,3,4,2,4,0,0,2,2,2,2,2,2,2,0,0
Bale zone,Gasera woreda ,Oromia,ORG00000340,ORG00000311,,2019,446,,0,14669,8773,312.2,133.8,0,0,40,8,,,,,20,14,1,0,17,5,9,0,0,0,0,1,0,0,0,1,,,0,0
Bale zone,Ginir woreda,Oromia,ORG00000340,ORG00000311,,2019,817,,0,34105,10573,571.9,245.1,0,0,65,7,,,,,24,12,1,0,65,4,7,24,12,0,0,4,3,1,6,1,4,5,0,0
Bale zone,Guradamole woreda,Oromia,ORG00000340,ORG00000311,,2019,223,,0,8007,3443,156.1,66.9,0,0,155,18,,,,,61,39,2,0,155,10,18,61,30,0,0,,,,,,,11,0,0
Bale zone,H/Buluk woreda,Oromia,ORG00000340,ORG00000311,,2019,494,,0,22899,9847,345.8,148.2,0,0,53,2,,,,,1,1,1,0,14,0,3,0,0,0,0,2,0,0,0,0,2,2,0,0
Bale zone,M/Walabu woreda ,Oromia,ORG00000340,ORG00000311,,2019,607,,0,18562,12861,424.9,182.1,0,0,39,1,,,,,2,13,1,1,1,16,4,1,1,0,0,5,1,2,4,1,3,2,0,0
Bale zone,Rayitu Woreda Rular ,Oromia,ORG00000340,ORG00000311,,2019,270,,0,8541,1171,189,81,0,0,36,4,,,,,2,3,0,0,18,2,3,0,0,0,0,2,0,0,2,0,1,2,0,0
Bale zone,Rayitu Woreda  urbn and rural,Oromia,ORG00000340,ORG00000311,,2019,460,,0,17399,6090,322,138,0,0,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0
